Latitude,Longitude,Name,Address
-122.630759,38.243689,"Target - Petaluma,","401 Kenilworth Dr,Petaluma,CA,94952 ,#2601,(707) 775-6322"
-87.744499,41.656503,"Target - Crestwood,","5071 Cal Sag Rd,Crestwood,IL,60445 ,#0868,(708) 385-9722"
-87.742107,41.761967,"Target - Bedford Park,","7100 S Cicero Ave,Chicago,IL,60629 ,#0841,(708) 563-9050"
-118.014286,33.803073,"Target - Cypress,","6835 Katella Ave,Cypress,CA,90630 ,#0229,(714) 220-2000"
-117.961066,33.877253,"Target - West Fullerton,","1893 W Malvern Ave,Fullerton,CA,92833 ,#1383,(714) 278-1024"
-117.828381,33.699751,"Target - Tustin,","2300 Park Ave,Tustin,CA,92782 ,#2151,(714) 361-2100"
-117.941672,33.831021,"Target - Anaheim,","101 S Euclid St,Anaheim,CA,92802 ,#2421,(714) 422-1120"
-117.957607,33.917086,"Target - La Habra,","1000 W Imperial Hwy,La Habra,CA,90631 ,#2397,(714) 459-6034"
-117.888333,33.760212,"Target - Santa Ana NW,","1441 W 17th St,Santa Ana,CA,92706 ,#1936,(714) 481-0030"
-117.955182,33.761311,"Target - Brookhurst,","13831 Brookhurst St,Garden Grove,CA,92843 ,#0193,(714) 534-2142"
-117.850005,33.759745,"Target - Santa Ana,","1330 E 17th St,Santa Ana,CA,92705 ,#0286,(714) 541-4593"
-117.876939,33.888872,"Target - Fullerton Yorba Linda,","2920 Yorba Linda Blvd,Fullerton,CA,92831 ,#0293,(714) 579-3090"
-117.885763,33.701973,"Target - Santa Ana,","3300 S Bristol St,Santa Ana,CA,92704 ,#0250,(714) 641-4944"
-118.008341,33.745539,"Target - Westminster NW,","200 Westminster Mall,Westminster,CA,92683 ,#2304,(714) 657-1351"
-117.999683,33.858771,"Target - Buena Park,","7530 Orangethorpe Ave,Buena Park,CA,90621 ,#2082,(714) 676-0013"
-117.788325,33.728283,"Target - Irvine North,","13200 Jamboree Rd,Irvine,CA,92602 ,#1238,(714) 838-1209"
-117.988915,33.725189,"Target - Westminster,","16400 Beach Blvd,Westminster,CA,92683 ,#0249,(714) 841-4449"
-117.956188,33.672145,"Target - Huntington Beach East,","9882 Adams Ave,Huntington Beach,CA,92646 ,#2051,(714) 849-1814"
-117.748728,33.868481,"Target - Anaheim Hills,","8148 E Santa Ana Canyon Rd,Anaheim,CA,92808 ,#0677,(714) 921-9091"
-117.8255,33.78726,"Target - East Orange,","2620 E Chapman Ave,Orange,CA,92869 ,#3258,(714) 923-1766"
-117.914615,33.787164,"Target - Garden Grove Harbor,","12100 Harbor Blvd,Garden Grove,CA,92840 ,#0192,(714) 971-4826"
-117.835842,33.824728,"Target - Orange,","2191 N Tustin St,Orange,CA,92865 ,#0230,(714) 974-2800"
-117.919062,33.681887,"Target - Costa Mesa,","3030 Harbor Blvd,Costa Mesa,CA,92626 ,#1293,(714) 979-0372"
-117.888175,33.917936,"Target - Brea,","855 E Birch St,Brea,CA,92821 ,#2482,(714) 989-5013"
-117.926284,33.859283,"Target - Fullerton South,","200 W Orangethorpe Ave,Fullerton,CA,92832 ,#1418,(714) 992-4565"
-77.159635,40.196229,"Target - Carlisle,","246 Westminster Dr,Carlisle,PA,17013 ,#2099,(717) 243-3887"
-76.204812,40.025037,"Target - Lancaster East,","2385 Covered Bridge Dr,Lancaster,PA,17602 ,#2072,(717) 390-8727"
-77.009494,40.246815,"Target - Mechanicsburg,","6416 Carlisle Pike,Mechanicsburg,PA,17050 ,#2202,(717) 796-5780"
-76.311865,40.065843,"Target - Lancaster Central,","1589 Fruitville Pike,Lancaster,PA,17601 ,#2867,(717) 874-2064"
-104.778973,38.905627,"Target - Colorado Springs North,","5240 N Academy Blvd,Colorado Springs,CO,80918 ,#0154,(719) 594-9600"
-80.308607,40.678473,"Target - Center Twp,","87 Wagner Rd,Monaca,PA,15061 ,#2100,(724) 728-7258"
-83.473189,42.322421,"Target - Canton,","43670 Ford Rd,Canton,MI,48187 ,#0354,(734) 454-1133"
-83.502868,42.267991,"Target - Canton South,","47330 Michigan Ave,Canton,MI,48188 ,#2415,(734) 714-2012"
-83.679805,42.234335,"Target - Ann Arbor East,","3749 Carpenter Rd,Ypsilanti,MI,48197 ,#1285,(734) 975-4396"
-82.620861,39.731167,"Target - Lancaster,","1300 River Valley Blvd,Lancaster,OH,43130 ,#0990,(740) 681-1012"
-118.34799,34.16917,"Target - LA Burbank West,,","1033 N Hollywood Way,Burbank,CA,91505 ,#3251,,(747) 241-5032"
-76.235463,36.656661,"Target - Hillcrest,","233 Carmichael Way,Chesapeake,VA,23322 ,#2203,(757) 421-6640"
-117.228136,33.132718,"Target - Vista South,","3150 Business Park Dr,Vista,CA,92081 ,#2165,(760) 208-6111"
-117.220832,34.526545,"Target - Apple Valley North,","20288 US Hwy 18,Apple Valley,CA,92307 ,#2260,(760) 240-7654"
-117.245282,34.470837,"Target - Apple Valley,","19201 Bear Valley Rd,Apple Valley,CA,92308 ,#0939,(760) 247-4111"
-116.481963,33.788373,"Target - Palm Springs,","67750 E Palm Canyon Dr,Cathedral City,CA,92234 ,#0307,(760) 321-7425"
-116.401918,33.726709,"Target - Palm Desert,","72549 Hwy 111,Palm Desert,CA,92260 ,#0940,(760) 341-9307"
-115.568623,32.814609,"Target - El Centro,","2295 N Imperial Ave,El Centro,CA,92243 ,#1816,(760) 482-5400"
-117.100074,33.114503,"Target - Escondido,","1280 Auto Park Way,Escondido,CA,92029 ,#0274,(760) 489-6119"
-116.289849,33.710233,"Target - La Quinta,","78935 US Hwy 111,La Quinta,CA,92253 ,#1867,(760) 564-0492"
-117.263769,33.063949,"Target - Encinitas,","1010 N El Camino Real,Encinitas,CA,92024 ,#1029,(760) 633-1406"
-117.293282,33.246906,"Target - Oceanside East,","443 College Blvd,Oceanside,CA,92057 ,#2871,(760) 666-6778"
-117.067536,33.068972,"Target - Escondido South,","280  E Via Rancho Pkwy,Escondido,CA,92025 ,#2802,(760) 705-9019"
-117.215574,33.170303,"Target - Vista,","1751 University Dr,Vista,CA,92083 ,#1040,(760) 941-0220"
-117.328109,33.184925,"Target - Oceanside,","2255 S El Camino Real,Oceanside,CA,92054 ,#0303,(760) 967-8335"
-93.198465,45.572836,"Target - Cambridge,","215 Balsam St N,Cambridge,MN,55008 ,#1303,(763) 689-3858"
-85.073611,33.560385,"Target - Carrollton,","1129 S Park St,Carrollton,GA,30117 ,#1073,(770) 838-9221"
-87.684636,41.929807,"Target - Chicago Near North,","2656 N Elston Ave,Chicago,IL,60647 ,#0942,(773) 252-1994"
-87.745229,41.975328,"Target - Mayfair,","4631 Foster Ave,Chicago,IL,60630 ,#3314,(773) 272-3405"
-87.593157,41.799815,"Target - Chicago Hyde Park,","1346 E 53rd St,Chicago,IL,60615 ,#3219,,(773) 358-4139"
-87.723502,41.812429,"Target - Chicago South Pulaski,","4433 S Pulaski Rd,Chicago,IL,60632 ,#1879,(773) 579-2120"
-87.656582,41.963546,"Target - Chicago Wilson Yard,","4466 N Broadway St,Chicago,IL,60640 ,#2373,(773) 596-2376"
-87.643178,41.921654,"Target - Lincoln Park,","555 W Webster Ave,Chicago,IL,60614 ,#3349,(773) 598-1125"
-87.651088,41.940373,"Target - Chicago Lakeview Belmont Sta,","3204 N Clark St,Chicago,IL,60657 ,#3208,(773) 598-2480"
-87.66918,41.94214,"Target - Chicago Lakeview Ashland,","3300 N Ashland Ave,Chicago,IL,60657 ,#3214,(773) 598-2532"
-87.670086,41.903577,"Target - Chicago Wicker Park,","1664 W Division St,Chicago,IL,60622 ,#3307,(773) 598-2638"
-87.701786,41.946533,"Target - Chicago Mid North,","2939 W Addison St,Chicago,IL,60618 ,#1437,(773) 604-7680"
-87.700478,41.847176,"Target - Logan Square,","2434 N Sacramento Ave,Chicago,IL,60647 ,#3317,(773) 634-2396"
-87.661003,41.999245,"Target - Chicago Rogers Park,","6422 N Sheridan,Chicago,IL,60626 ,#3272,(773) 681 5154"
-87.683655,41.990776,"Target - Chicago Peterson Ave,","2112 W Peterson Ave,Chicago,IL,60659 ,#2079,(773) 761-3001"
-87.644409,41.930966,"Target - Chicago Lincoln Park North,","2650 N Clark St,Chicago,IL,60614 ,#3221,(773) 799-9142"
-87.788164,41.930836,"Target - Chicago Brickyard,","6525 W Diversey Ave,Chicago,IL,60707 ,#1924,(773) 804-3610"
-87.674293,41.834159,"Target - Chicago McKinley Park,","1940 W 33rd St,Chicago,IL,60608 ,#2078,(773) 843-3250"
-119.778096,39.100753,"Target - Carson City,","910 Jacks Valley Rd,Carson City,NV,89705 ,#1239,(775) 267-5151"
-71.07038,42.360826,"Target - Burlington,","34 Cambridge St,Burlington,MA,01803 ,#3305,(781) 313-8215"
-111.814498,40.377086,"Target - American Fork,","608 W Main St,American Fork,UT,84003 ,#1814,(801) 756-5449"
-120.696802,35.584524,"Target - Paso Robles,","2305 Theatre Dr,Paso Robles,CA,93446 ,#1120,(805) 227-0105"
-119.178701,34.242847,"Target - Oxnard West,","2850 N Oxnard Blvd,Oxnard,CA,93036 ,#2760,(805) 288-3642"
-119.072005,34.216057,"Target - Camarillo,","209 W Ventura Blvd,Camarillo,CA,93010 ,#1027,(805) 384-0040"
-118.799517,34.273004,"Target - Simi Valley West,","51 Tierra Rejada Rd,Simi Valley,CA,93065 ,#2462,(805) 416-5790"
-118.936103,34.191632,"Target - Thousand Oaks,","2705 Teller Rd,Thousand Oaks,CA,91320 ,#1100,(805) 480-9114"
-118.867053,34.280029,"Target - Moorpark,","800 New Los Angeles Ave,Moorpark,CA,93021 ,#1547,(805) 530-0028"
-119.247468,34.270687,"Target - Ventura West,","245 S Mills Rd,Ventura,CA,93003 ,#2398,(805) 535-2752"
-118.739385,34.279141,"Target - Simi Valley,","2907 Cochran St,Simi Valley,CA,93065 ,#0246,(805) 583-8933"
-119.237335,34.262922,"Target - Ventura,","4200 E Main St,Ventura,CA,93003 ,#0298,(805) 644-9871"
-120.686472,35.251547,"Target - San Luis Obispo,","11990 Los Osos Valley Rd,San Luis Obispo,CA,93405 ,#2759,(805) 858-9902"
-120.432976,34.921893,"Target - Santa Maria,","223 E Betteravia Rd,Santa Maria,CA,93454 ,#0309,(805) 922-9904"
-119.751982,34.439242,"Target - Santa Barbara Galleria,","3891 State St,Santa Barbara,CA,93105 ,#3298,(805) 979-3115"
-119.867566,34.429641,"Target - Goleta,","6865 Hollister Ave,Goleta,CA,93117 ,#2872,(805) 979-3525"
-88.722888,41.955134,"Target - DeKalb,","2555 Sycamore Rd,Dekalb,IL,60115 ,#2559,(815) 787-6970"
-97.354517,32.754477,"Target - Fort Worth Central,","301 Carroll St,Fort Worth,TX,76107 ,#2042,(817) 302-0290"
-118.333112,34.191631,"Target - Burbank,","1800 W Empire Ave,Burbank,CA,91504 ,#1362,(818) 238-0132"
-118.259255,34.146716,"Target - Glendale,","2195 Glendale Galleria,Glendale,CA,91210 ,#2307,(818) 334-1400"
-118.502368,34.273718,"Target - Granada Hills,","11133 Balboa Blvd,Granada Hills,CA,91344 ,#2329,(818) 360-2999"
-118.794393,34.149635,"Target - Westlake Village,","30740 Russell Ranch Rd,Westlake Village,CA,91362 ,#2810,(818) 661-2631"
-118.585899,34.166649,"Target - Woodland Hills,","20801 Ventura Blvd,Woodland Hills,CA,91364 ,#0288,(818) 713-2707"
-118.46631,34.25849,"Target - Mission Hills,","10340 N Sepulveda Blvd,Mission Hills,CA,91345 ,#3218,(818) 741-1855"
-118.605711,34.191081,"Target - Los Angeles Topanga,","6700 Topanga Canyon Blvd,Canoga Park,CA,91303 ,#2143,(818) 746-9922"
-118.371985,34.186839,"Target - North Hollywood,","11051 Victory Blvd,North Hollywood,CA,91606 ,#0294,(818) 761-3083"
-118.562092,34.230431,"Target - Northridge,","8840 Corbin Ave,Northridge,CA,91324 ,#0299,(818) 772-0494"
-118.466346,34.174696,"Target - Van Nuys,","5711 Sepulveda Blvd,Van Nuys,CA,91411 ,#1307,(818) 779-0163"
-118.418153,34.245339,"Target - Pacoima,","9725 Laurel Canyon Blvd,Pacoima,CA,91331 ,#0183,(818) 896-8214"
-118.460726,34.213454,"Target - Van Nuys North,","14920 Raymer St,Van Nuys,CA,91405 ,#1309,(818) 922-1001"
-118.502767,34.233752,"Target - Sherwood Forest,","8999 Balboa Blvd,Northridge,CA,91325 ,#2020,(818) 924-9001"
-118.198891,34.205052,"Target - La Canada-Flintridge,","965 Town Ctr Dr,La Canada Flintridge,CA,91001 ,#3293,(818) 949-3422"
-118.627209,34.193554,"Target - West Hills,","6635 Fallbrook Ave,West Hills,CA,91307 ,#0228,(818) 999-2390"
-81.307951,35.702135,"Target - Hickory,","1910 Catawba Valley Blvd SE,Hickory,NC,28602 ,#1181,(828) 267-0032"
-121.967359,36.973849,"Target - Capitola,","1825 41st Ave,Capitola,CA,95010 ,#2795,(831) 227-2101"
-121.844267,36.619538,"Target - Sand City,","2040 California Ave,Sand City,CA,93955 ,#1062,(831) 392-1990"
-121.654624,36.715041,"Target - Salinas,","1640 N Main St,Salinas,CA,93906 ,#0676,(831) 442-0547"
-121.389358,36.836502,"Target - Hollister,","1790 Airline Hwy,Hollister,CA,95023 ,#0941,(831) 636-3722"
-121.775342,36.916968,"Target - Watsonville,","1415 Main St,Watsonville,CA,95076 ,#1143,(831) 761-9194"
-121.811071,36.666147,"Target - Marina,","133 General Stilwell Dr,Marina,CA,93933 ,#2306,(831) 883-5720"
-117.128763,33.020624,"Target - San Diego Del Sur,","17170 Camino Del Sur,San Diego,CA,92127 ,#2855,(858) 227-3918"
-117.178191,32.820461,"Target - Balboa,","5680 Balboa Ave,San Diego,CA,92111 ,#2465,(858) 309-6564"
-117.239713,32.875292,"Target - Price Ctr,","9500 Gilman Dr,La Jolla,CA,92093 ,#3369,(858) 410-0390"
-117.146852,32.912437,"Target - Mira Mesa,","8251 Mira Mesa Blvd,San Diego,CA,92126 ,#0305,(858) 530-1901"
-117.152696,32.817078,"Target - Kearny Mesa,","8001 Othello Ave,San Diego,CA,92111 ,#0205,(858) 576-1570"
-117.062071,32.981001,"Target - Poway,","14823 Pomerado Rd,Poway,CA,92064 ,#0296,(858) 679-8202"
-117.205684,34.070434,"Target - Redlands,","27320 W Lugonia Ave,Redlands,CA,92374 ,#1869,(909) 307-1602"
-117.433641,34.063221,"Target - Fontana,","16964 Slover Ave,Fontana,CA,92337 ,#0660,(909) 356-4242"
-117.292376,34.079454,"Target - Orange Show,","499 W Orange Show Rd,San Bernardino,CA,92408 ,#0188,(909) 381-3391"
-117.823473,34.106489,"Target - San Dimas,","888 W Arrow Hwy,San Dimas,CA,91773 ,#0767,(909) 394-0335"
-117.470845,34.150578,"Target - Fontana North,","15272 Summit Ave,Fontana,CA,92336 ,#1958,(909) 463-9872"
-117.719851,33.999495,"Target - Chino Hills,","3944 Grand Ave,Chino,CA,91710 ,#0912,(909) 465-5804"
-117.562753,34.077033,"Target - Ontario,","4200 E 4th St,Ontario,CA,91764 ,#2245,(909) 579-3040"
-117.760067,34.111452,"Target - Laverne,","2462 Foothill Blvd,La Verne,CA,91750 ,#0226,(909) 593-2421"
-117.819724,34.004462,"Target - Diamond Bar,","747 Grand Ave,Diamond Bar,CA,91765 ,#2179,(909) 610-2149"
-117.691021,34.088835,"Target - Montclair,","9052 Central Ave,Montclair,CA,91763 ,#1423,(909) 624-5717"
-117.683241,34.033458,"Target - Chino,","5555 Philadelphia St,Chino,CA,91710 ,#0258,(909) 627-8433"
-117.7561,34.033967,"Target - Pomona,","701 Rio Rancho Rd,Pomona,CA,91766 ,#2831,(909) 634-3151"
-117.571193,34.106711,"Target - Rancho Cucamonga,","10576 Foothill Blvd,Rancho Cucamonga,CA,91730 ,#0301,(909) 948-9952"
-117.639709,34.132026,"Target - Upland,","1931 Campus Ave,Upland,CA,91784 ,#1834,(909) 985-0348"
-121.302892,38.871435,"Target - Lincoln,","950 Groveland Ln,Lincoln,CA,95648 ,#2214,(916) 251-3002"
-121.202533,38.802272,"Target - Rocklin,","5104 Commons Dr,Rocklin,CA,95677 ,#2604,(916) 251-3345"
-121.350391,38.661522,"Target - Sacramento Madison,","5001 Madison Ave,Sacramento,CA,95841 ,#0311,(916) 348-3701"
-121.534496,38.551214,"Target - West Sacramento,","2005 Town Center Plz,West Sacramento,CA,95691 ,#2268,(916) 384-0977"
-121.498897,38.561866,"Target - Sacramento Riverside,","2505 Riverside Blvd,Sacramento,CA,95818 ,#0310,(916) 444-0993"
-121.401643,38.601555,"Target - Sacramento Arden,","1919 Fulton Ave,Sacramento,CA,95825 ,#0312,(916) 483-6093"
-121.284312,38.594409,"Target - Rancho Cordova,","10881 Olson Dr,Rancho Cordova,CA,95670 ,#2463,(916) 503-2512"
-121.426585,38.548434,"Target - Sacramento East,","6507 4th Ave,Sacramento,CA,95817 ,#2492,(916) 503-3678"
-121.415309,38.457576,"Target - Sacramento SW,","8101 Cosumnes River Blvd,Sacramento,CA,95823 ,#1527,(916) 525-3576"
-121.499622,38.639981,"Target - Sacramento Natomas,","3601 N Freeway Blvd,Sacramento,CA,95834 ,#2115,(916) 576-0487"
-121.063889,38.651411,"Target - El Dorado Hills,","4400 Town Center Blvd,El Dorado Hills,CA,95762 ,#2270,(916) 605-0184"
-121.414123,38.423581,"Target - Elk Grove,","7505 Laguna Blvd,Elk Grove,CA,95758 ,#1025,(916) 683-5356"
-121.289144,38.791426,"Target - Roseville North,","10451 Fairway Dr,Roseville,CA,95678 ,#1502,(916) 780-1020"
-121.254999,38.744441,"Target - Roseville,","1925 Douglas Blvd,Roseville,CA,95661 ,#0267,(916) 786-8787"
-121.273964,38.671988,"Target - Birdcage-Citrus Heights,","5837 Sunrise Blvd,Citrus Heights,CA,95610 ,#1121,(916) 966-5267"
-121.151999,38.670981,"Target - Folsom,","430 Blue Ravine Rd,Folsom,CA,95630 ,#1098,(916) 984-9131"
-78.738149,35.758521,"Target - Cary,","2021 Walnut St,Cary,NC,27511 ,#0961,(919) 233-4451"
-78.883358,35.84653,"Target - Cary West,","7129 O'Kelly Chapel Rd,Cary,NC,27519 ,#2784,(919) 674-2214"
-121.853223,37.706029,"Target - Dublin East,","2800 Dublin Blvd,Dublin,CA,94568 ,#2771,(925) 241-1042"
-121.963133,37.762772,"Target - San Ramon,","2610 Bishop Dr,San Ramon,CA,94583 ,#0949,(925) 277-0202"
-121.746527,37.700456,"Target - Livermore,","4300 Las Positas Rd,Livermore,CA,94551 ,#0828,(925) 606-1445"
-122.065927,37.977451,"Target - Pleasant Hill,","560 Contra Costa Blvd,Pleasant Hill,CA,94523 ,#0330,(925) 685-6069"
-121.739085,37.961841,"Target - Antioch Slatten Ranch,","5769 Lone Tree Way,Antioch,CA,94531 ,#1819,(925) 752-0002"
-121.839541,38.006243,"Target - Pittsburg,","4301 Century Blvd,Pittsburg,CA,94565 ,#0332,(925) 778-8950"
-121.929596,37.707261,"Target - Dublin,","7200 Amador Plaza Rd,Dublin,CA,94568 ,#0328,(925) 829-8900"
-122.063861,37.904991,"Target - Walnut Creek,","1871 N Main St,Walnut Creek,CA,94596 ,#1208,(925) 979-0083"
-117.671577,33.56271,"Target - Mission Viejo South,","27551 Puerta Real,Mission Viejo,CA,92691 ,#3315,(949) 317-5522"
-117.662876,33.676701,"Target - Foothill Ranch,","26762 Portola Pkwy,Foothill Ranch,CA,92610 ,#0913,(949) 454-2360"
-117.607593,33.462063,"Target - San Clemente,","990 Avenida Vista Hermosa,San Clemente,CA,92673 ,#2730,(949) 456-8668"
-117.595029,33.642081,"Target - Rancho Santa Margarita,","30602 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688 ,#0914,(949) 459-1543"
-117.659175,33.498243,"Target - San Juan Capistrano,","31874 Del Obispo St,San Juan Capistrano,CA,92675 ,#3366,(949) 538-4940"
-117.689513,33.606696,"Target - Mission Viejo,","24500 Alicia Pkwy,Mission Viejo,CA,92691 ,#0300,(949) 583-1298"
-117.707014,33.572263,"Target - Aliso Viejo,","26932 La Paz Rd,Aliso Viejo,CA,92656 ,#0259,(949) 643-0337"
-117.683672,33.622137,"Target - Mission Viejo North,","25601 Jeronimo Rd,Mission Viejo,CA,92691 ,#2163,(949) 680-1064"
-117.810833,33.685523,"Target - Irvine,","3750 Barranca Pkwy,Irvine,CA,92606 ,#0336,(949) 857-8337"
-117.737319,33.644649,"Target - Irvine Spectrum,","900 Spectrum Center Dr,Irvine,CA,92618 ,#2128,(949) 885-0114"
-117.839137,33.64894,"Target - Irvine University Town Ctr,","4255 Campus Dr,Irvine,CA,92612 ,#3233,(949) 988-6230"
-117.553988,33.975414,"Target - Eastvale,","12471 Limonite Ave,Mira Loma,CA,91752 ,#1961,(951) 256-5261"
-117.516539,33.824939,"Target - Corona,","2615 Tuscanny St,Corona,CA,92881 ,#1548,(951) 277-3075"
-117.458491,33.907984,"Target - Riverside,","3520 Tyler St,Riverside,CA,92503 ,#0212,(951) 351-8271"
-117.562829,33.900028,"Target - Norco,","1290 Hamner Ave,Norco,CA,92860 ,#0736,(951) 371-1872"
-117.187543,33.935822,"Target - Moreno Valley East,","27100 Eucalyptus Ave,Moreno Valley,CA,92555 ,#2309,(951) 571-8014"
-117.009094,33.747091,"Target - Hemet,","3527 W Florida Ave,Hemet,CA,92545 ,#0761,(951) 652-9585"
-117.341104,33.690781,"Target - Lake Elsinore,","18287 Collier Ave,Lake Elsinore,CA,92530 ,#2195,(951) 674-2620"
-117.146163,33.504693,"Target - Rancho California,","29676 Rancho California Rd,Temecula,CA,92591 ,#0359,(951) 676-2668"
-117.205741,33.567394,"Target - Murrieta,","41040 California Oaks Rd,Murrieta,CA,92562 ,#1283,(951) 696-7527"
-117.280957,33.939931,"Target - Riverside SE,","2755 Canyon Springs Pkwy,Riverside,CA,92507 ,#1843,(951) 697-6778"
-117.176807,33.600502,"Target - Murrieta North,","27818 Clinton Keith Rd,Murrieta,CA,92562 ,#2499,(951) 704-1123"
-117.175407,33.682281,"Target - Menifee,","30340 Haun Rd,Menifee,CA,92584 ,#2471,(951) 723-6151"
-117.382181,33.946526,"Target - Riverside Arlington,","3333 Arlington Ave,Riverside,CA,92506 ,#0291,(951) 784-6430"
-98.252784,26.242096,"Target - McAllen NW,","3600 Nolana Ave,McAllen,TX,78504 ,#2224,(956) 618-7700"
-98.213129,26.188474,"Target - McAllen,","708 E Expy 83,McAllen,TX,78503 ,#0824,(956) 682-2611"
-98.218545,26.269748,"Target - McAllen North,","7400 N 10th St,McAllen,TX,78504 ,#1490,(956) 994-1815"
-122.566083,45.576062,"Target - Portland NE,","9401 NE Cascades Pkwy,Portland,OR,97220 ,#2523,(971) 230-1930"
-96.958976,32.912721,"Target - Irving North,","7845 N Macarthur Blvd,Irving,TX,75063 ,#1032,(972) 506-9924"
